"Temp","V:0","V:1","V:2","Pres","AsH3","GaMe3","CH4","H2","GlobalNodeId","PedigreeNodeId","Points:0","Points:1","Points:2"
530.13,-1.8426,-1.691,0.98323,0.027841,0.12343,0.0039085,0.00052645,0.87214,6259,6259,-0.49154,2.065,2.9841
529.68,-2.1871,-1.2127,0.9333,0.027848,0.12352,0.0039164,0.00052578,0.87204,5031,5031,0,2.1333,2.9841
503.92,-2.0657,-1.2472,-1.9011,0.028053,0.12872,0.0043701,0.00048794,0.86642,6260,6260,-0.49059,2.6146,2.9841
503.58,-2.262,-0.83785,-1.9376,0.028055,0.12879,0.0043756,0.00048748,0.86635,5032,5032,0,2.6667,2.9841
502.94,-1.8053,-1.5851,-2.006,0.02806,0.12892,0.0043869,0.00048654,0.86621,6261,6261,-0.9608,2.4995,2.9841
500.25,-1.507,-1.8389,-2.2916,0.028082,0.12946,0.0044323,0.00048278,0.86563,6262,6262,-1.4114,2.3325,2.9841
501.38,-1.161,-2.0803,-2.1701,0.028084,0.12923,0.0044133,0.00048434,0.86587,6263,6263,-1.765,2.0461,2.9841
495.37,-0.89115,-2.1487,-2.8086,0.02812,0.13043,0.0045137,0.00047603,0.86458,6264,6264,-2.1482,1.7996,2.9841
501.15,-0.45373,-2.3439,-2.1976,0.02807,0.12928,0.0044167,0.00048403,0.86582,6265,6265,-2.3315,1.3784,2.9841
505.9,0.026665,-2.416,-1.6877,0.028042,0.12833,0.0043364,0.00049069,0.86684,6266,6266,-2.4528,0.9255,2.9841
506.43,0.47411,-2.3765,-1.6296,0.02804,0.12822,0.0043279,0.00049141,0.86696,6267,6267,-2.572,0.45465,2.9841
503.01,0.82368,-2.2598,-1.9972,0.028063,0.12891,0.0043861,0.00048658,0.86622,6268,6268,-2.6761,-0.0047047,2.9841
506.42,1.2687,-2.0814,-1.6309,0.028037,0.12823,0.0043282,0.00049139,0.86695,6269,6269,-2.5701,-0.46583,2.9841
505.67,1.6227,-1.8142,-1.713,0.028038,0.12838,0.0043413,0.00049032,0.86679,6270,6270,-2.453,-0.93682,2.9841
500.91,1.8335,-1.5257,-2.2224,0.028066,0.12933,0.0044217,0.00048365,0.86576,6271,6271,-2.3339,-1.3824,2.9841
495.49,1.9574,-1.2597,-2.7958,0.02812,0.13041,0.0045121,0.00047617,0.8646,6272,6272,-2.1519,-1.7918,2.9841
501.82,2.2438,-0.86294,-2.1238,0.028085,0.12915,0.004406,0.00048495,0.86596,6273,6273,-1.7641,-2.0361,2.9841
500.63,2.3494,-0.48153,-2.2531,0.028083,0.12938,0.0044256,0.00048331,0.86571,6274,6274,-1.4043,-2.3287,2.9841
502.98,2.4128,-0.027922,-2.0031,0.028062,0.12891,0.004386,0.0004866,0.86622,6275,6275,-0.95379,-2.5013,2.9841
527.21,-1.4456,-2.0481,0.65897,0.027864,0.12402,0.0039612,0.00052204,0.87149,6276,6276,-0.97417,1.9591,2.9841
519.85,-1.0404,-2.2647,-0.15559,0.027906,0.12552,0.0040924,0.00051107,0.86988,6277,6277,-1.4697,1.8265,2.9841
517.95,-0.59728,-2.4175,-0.36469,0.027935,0.1259,0.004126,0.00050826,0.86946,6278,6278,-1.8296,1.5277,2.9841
531.28,0.066191,-2.5124,1.109,0.027845,0.1232,0.0038883,0.00052811,0.87238,6279,6279,-1.851,1.0075,2.9841
535.28,0.74075,-2.3722,1.5539,0.027813,0.12239,0.0038159,0.00053419,0.87326,6280,6280,-1.9387,0.49004,2.9841
530.81,1.2257,-2.1597,1.0609,0.027858,0.1233,0.0038965,0.00052745,0.87228,6281,6281,-2.0948,0.0032019,2.9841
535.54,1.7702,-1.7639,1.5842,0.027821,0.12234,0.0038115,0.00053457,0.87332,6282,6282,-1.9329,-0.48616,2.9841
531.65,2.1718,-1.3202,1.1518,0.027847,0.12313,0.0038822,0.00052865,0.87246,6283,6283,-1.8394,-1.0104,2.9841
518.32,2.2902,-1.0221,-0.32331,0.027936,0.12583,0.0041201,0.00050877,0.86954,6284,6284,-1.8193,-1.5282,2.9841
520.03,2.4528,-0.52973,-0.13809,0.027903,0.12548,0.004089,0.00051134,0.86992,6285,6285,-1.4567,-1.832,2.9841
526.93,2.5021,0.096496,0.6246,0.027865,0.12408,0.0039663,0.00052161,0.87143,6286,6286,-0.96655,-1.9699,2.9841
544.96,2.3684,-0.036016,2.6275,0.027701,0.12041,0.0036375,0.00054914,0.87541,6287,6287,-0.973,-1.4512,2.9841
559.01,1.9958,-0.20307,4.1909,0.027562,0.11752,0.0033745,0.0005712,0.87853,6288,6288,-0.86764,-0.96687,2.9841
562.74,1.6588,-0.79352,4.6031,0.027516,0.11675,0.0033039,0.00057712,0.87937,6289,6289,-1.0193,-0.53564,2.9841
564.43,1.0567,-1.3971,4.7903,0.027507,0.1164,0.0032717,0.00057982,0.87974,6290,6290,-1.0794,-0.0017833,2.9841
562.55,0.31121,-1.8259,4.5822,0.027516,0.11679,0.0033075,0.00057682,0.87932,6291,6291,-1.0317,0.52852,2.9841
559.05,-0.39289,-1.9713,4.1972,0.027563,0.11751,0.0033734,0.00057128,0.87854,6292,6292,-0.87606,0.95749,2.9841
545.21,-0.91399,-2.1827,2.6581,0.027702,0.12036,0.0036327,0.00054954,0.87546,6293,6293,-0.97856,1.4392,2.9841
534.56,-0.46198,-2.4234,1.4731,0.027785,0.12253,0.0038283,0.00053315,0.87311,6294,6294,-1.5093,1.3362,2.9841
547.08,1.3474,-1.9733,2.8612,0.027652,0.11998,0.0035992,0.00055235,0.87587,6295,6295,-1.7034,0.0011098,2.9841
546.84,1.8505,-1.4614,2.8354,0.027656,0.12003,0.0036033,0.000552,0.87582,6296,6296,-1.6112,-0.5195,2.9841
534.66,2.3783,-0.76646,1.4812,0.027782,0.12251,0.0038268,0.00053327,0.87313,6297,6297,-1.4993,-1.3439,2.9841
548.75,2.107,-0.88921,3.0483,0.027668,0.11963,0.0035674,0.00055502,0.87624,6298,6298,-1.3608,-0.88997,2.9841
546.49,0.66689,-2.2644,2.7958,0.027665,0.1201,0.0036098,0.00055145,0.87574,6299,6299,-1.6227,0.51657,2.9841
548.34,0.053884,-2.2881,3.0055,0.027678,0.11971,0.0035745,0.0005544,0.87616,6300,6300,-1.3798,0.8832,2.9841
564.6,3.6959,0.44669,-1.7809,0.028102,0.12181,0.0037209,0.00059402,0.87387,6301,6301,-0.48272,-2.6176,2.3376
564.31,3.5508,1.1012,-1.8069,0.028103,0.12187,0.0037254,0.00059368,0.87382,5033,5033,0,-2.6667,2.3376
592.63,3.6076,0.79423,0.8106,0.027826,0.11666,0.0032678,0.00062996,0.87944,6302,6302,-0.48359,-2.0742,2.3376
592.48,3.3363,1.5878,0.79778,0.027831,0.11669,0.0032702,0.00062977,0.87941,5034,5034,0,-2.1333,2.3376
613,3.1856,0.74264,2.6765,0.027589,0.1129,0.0029269,0.0006575,0.88351,6303,6303,-0.48117,-1.5413,2.3376
613.5,2.8028,1.6572,2.7231,0.027586,0.11281,0.0029183,0.00065819,0.88362,5035,5035,0,-1.6,2.3376
626.99,2.4569,0.47914,3.9405,0.027406,0.1103,0.0026869,0.00067704,0.88634,6304,6304,-0.42372,-1.028,2.3376
628.01,2.0188,1.345,4.0335,0.027392,0.11011,0.002669,0.00067849,0.88654,5036,5036,0,-1.0667,2.3376
633.93,1.7226,-0.24306,4.5603,0.027305,0.109,0.0025659,0.00068691,0.88774,6305,6305,-0.49722,-0.54074,2.3376
636.45,1.0535,0.74213,4.7856,0.027271,0.10853,0.0025215,0.00069053,0.88826,5037,5037,0,-0.53333,2.3376
636.5,0.73448,-1.0409,4.7885,0.027271,0.10852,0.0025208,0.00069059,0.88827,6306,6306,-0.52687,-0.0018803,2.3376
639.22,5.9655e-09,6.1077e-08,5.0311,0.027232,0.10801,0.0024727,0.00069451,0.88882,5038,5038,0,-2.2204e-16,2.3376
633.93,-0.36594,-1.7062,4.5603,0.027305,0.109,0.0025659,0.00068691,0.88774,6307,6307,-0.50357,0.53504,2.3376
636.45,-1.0535,-0.74213,4.7856,0.027271,0.10853,0.0025215,0.00069053,0.88826,5039,5039,0,0.53333,2.3376
627.11,-1.3886,-2.0799,3.9519,0.027405,0.11028,0.0026847,0.00067721,0.88636,6308,6308,-0.42966,1.0198,2.3376
628.01,-2.0188,-1.345,4.0335,0.027392,0.11011,0.002669,0.00067849,0.88654,5040,5040,0,1.0667,2.3376
613.26,-2.1783,-2.4335,2.7017,0.027587,0.11285,0.0029224,0.00065786,0.88357,6309,6309,-0.48696,1.5314,2.3376
613.5,-2.8028,-1.6572,2.7231,0.027586,0.11281,0.0029183,0.00065819,0.88362,5041,5041,0,1.6,2.3376
592.89,-2.8715,-2.3215,0.83604,0.027824,0.11662,0.0032636,0.00063031,0.87949,6310,6310,-0.49136,2.0666,2.3376
592.48,-3.3363,-1.5878,0.79778,0.027831,0.11669,0.0032702,0.00062977,0.87941,5042,5042,0,2.1333,2.3376
564.63,-3.2837,-1.7419,-1.7774,0.0281,0.12181,0.0037206,0.00059405,0.87388,6311,6311,-0.48865,2.6161,2.3376
564.31,-3.5508,-1.1012,-1.8069,0.028103,0.12187,0.0037254,0.00059368,0.87382,5043,5043,0,2.6667,2.3376
563.54,-2.9178,-2.2862,-1.8761,0.028109,0.12201,0.0037378,0.00059271,0.87366,6312,6312,-0.95775,2.5016,2.3376
560.54,-2.489,-2.7155,-2.1495,0.028138,0.12256,0.003785,0.00058905,0.87306,6313,6313,-1.409,2.3348,2.3376
561.93,-1.9724,-3.1134,-2.0224,0.028139,0.12231,0.0037632,0.00059073,0.87334,6314,6314,-1.7616,2.0475,2.3376
555.26,-1.5561,-3.2808,-2.6312,0.028187,0.12354,0.0038671,0.00058271,0.87201,6315,6315,-2.1454,1.7978,2.3376
561.67,-0.89176,-3.5838,-2.0485,0.028121,0.12235,0.0037668,0.00059043,0.87329,6316,6316,-2.3313,1.3759,2.3376
566.8,-0.16464,-3.7096,-1.5766,0.028086,0.12141,0.0036863,0.00059668,0.87431,6317,6317,-2.4553,0.92389,2.3376
567.47,0.52433,-3.685,-1.5121,0.028083,0.12129,0.003676,0.00059748,0.87444,6318,6318,-2.5725,0.4552,2.3376
563.83,1.0861,-3.5503,-1.8454,0.028111,0.12196,0.0037334,0.00059301,0.87372,6319,6319,-2.674,-0.0042464,2.3376
567.48,1.7707,-3.2942,-1.5119,0.028079,0.12129,0.0036762,0.00059748,0.87444,6320,6320,-2.5706,-0.46602,2.3376
566.58,2.3341,-2.9186,-1.5965,0.028081,0.12146,0.0036908,0.00059636,0.87426,6321,6321,-2.4549,-0.93549,2.3376
561.39,2.7058,-2.5102,-2.0724,0.028116,0.12241,0.0037722,0.00059004,0.87323,6322,6322,-2.3338,-1.3802,2.3376
555.38,2.9543,-2.1136,-2.6199,0.028185,0.12352,0.0038657,0.00058283,0.87204,6323,6323,-2.149,-1.7904,2.3376
562.47,3.391,-1.509,-1.9738,0.028139,0.12221,0.0037549,0.00059138,0.87344,6324,6324,-1.7596,-2.0373,2.3376
560.98,3.588,-0.93367,-2.1113,0.028139,0.12248,0.0037777,0.0005896,0.87315,6325,6325,-1.402,-2.3304,2.3376
563.57,3.712,-0.24009,-1.8749,0.028112,0.122,0.0037371,0.00059275,0.87367,6326,6326,-0.95087,-2.5036,2.3376
589.8,-2.3291,-2.8985,0.5503,0.027854,0.11719,0.0033146,0.00062621,0.87887,6327,6327,-0.97427,1.9612,2.3376
581.86,-1.771,-3.295,-0.18325,0.027909,0.11865,0.0034441,0.00061588,0.87729,6328,6328,-1.4715,1.8293,2.3376
579.98,-1.1246,-3.5764,-0.35714,0.027943,0.11899,0.0034745,0.00061344,0.87692,6329,6329,-1.8285,1.5301,2.3376
594.07,-0.14616,-3.7011,0.94524,0.027828,0.1164,0.0032444,0.0006318,0.87972,6330,6330,-1.8527,1.0108,2.3376
598.37,0.84498,-3.5323,1.3411,0.027785,0.11561,0.0031733,0.00063754,0.88058,6331,6331,-1.9371,0.49473,2.3376
593.93,1.6016,-3.288,0.93295,0.027842,0.11643,0.0032468,0.00063166,0.87969,6332,6332,-2.0888,0.0047567,2.3376
598.66,2.4211,-2.7303,1.3685,0.027796,0.11556,0.003169,0.00063791,0.88063,6333,6333,-1.9312,-0.48978,2.3376
594.51,3.0648,-2.1337,0.98715,0.027831,0.11632,0.0032379,0.00063236,0.87981,6334,6334,-1.8403,-1.013,2.3376
580.4,3.3436,-1.7373,-0.31689,0.027944,0.11892,0.0034684,0.00061395,0.877,6335,6335,-1.8184,-1.5296,2.3376
582.07,3.6204,-1.0188,-0.16792,0.027905,0.11861,0.0034407,0.00061614,0.87733,6336,6336,-1.459,-1.8343,2.3376
589.48,3.716,-0.087083,0.51786,0.027855,0.11725,0.0033198,0.00062579,0.87881,6337,6337,-0.96663,-1.9724,2.3376
608.17,3.4071,-0.27007,2.2339,0.027645,0.1138,0.0030089,0.00065084,0.88254,6338,6338,-0.9743,-1.4539,2.3376
622.31,2.7893,-0.47349,3.5175,0.027469,0.11118,0.002768,0.00067043,0.88539,6339,6339,-0.87101,-0.96687,2.3376
625.98,2.2485,-1.2645,3.8468,0.027412,0.11049,0.0027047,0.00067558,0.88613,6340,6340,-1.0227,-0.53516,2.3376
627.65,1.3493,-2.0446,3.9966,0.0274,0.11018,0.0026757,0.00067794,0.88647,6341,6341,-1.0816,-0.0016887,2.3376
625.79,0.2767,-2.5832,3.8295,0.027412,0.11053,0.0027079,0.00067532,0.88609,6342,6342,-1.0355,0.52748,2.3376
622.36,-0.72439,-2.7374,3.5235,0.027469,0.11116,0.0027669,0.00067051,0.8854,6343,6343,-0.88016,0.95631,2.3376
608.43,-1.5158,-3.0562,2.2606,0.027646,0.11375,0.0030043,0.00065122,0.8826,6344,6344,-0.9802,1.4413,2.3376
597.34,-0.90673,-3.5066,1.2442,0.027755,0.1158,0.00319,0.00063621,0.88038,6345,6345,-1.5142,1.3394,2.3376
610.24,1.7399,-2.9541,2.4227,0.027585,0.11342,0.0029748,0.0006536,0.88295,6346,6346,-1.7099,0.0011812,2.3376
609.94,2.5122,-2.2772,2.3957,0.027591,0.11347,0.0029796,0.00065321,0.88289,6347,6347,-1.6195,-0.51843,2.3376
597.47,3.406,-1.34,1.2535,0.027751,0.11578,0.0031882,0.00063635,0.8804,6348,6348,-1.5036,-1.347,2.3376
611.86,2.9313,-1.4803,2.5695,0.027605,0.11312,0.0029468,0.00065589,0.88328,6349,6349,-1.3699,-0.88955,2.3376
609.55,0.74837,-3.3118,2.3599,0.027603,0.11355,0.0029861,0.00065268,0.88282,6350,6350,-1.6318,0.51525,2.3376
611.41,-0.12503,-3.2873,2.5307,0.027617,0.1132,0.002954,0.00065529,0.88319,6351,6351,-1.3905,0.88216,2.3376
637.39,5.4832,0.16232,-1.4467,0.027814,0.11354,0.002945,0.00070849,0.88281,6352,6352,-0.48126,-2.6187,1.7169
637.13,5.3616,1.1405,-1.4671,0.027815,0.11358,0.0029486,0.00070822,0.88277,5044,5044,0,-2.6667,1.7169
665.06,5.1482,0.65036,0.65399,0.027474,0.10904,0.0025406,0.00073996,0.88767,6353,6353,-0.48323,-2.0756,1.7169
664.97,4.8708,1.7954,0.64754,0.027479,0.10906,0.0025419,0.00073986,0.88766,5045,5045,0,-2.1333,1.7169
683.89,4.3832,0.5988,2.0113,0.027182,0.10594,0.0022535,0.00076255,0.89105,6354,6354,-0.48114,-1.5428,1.7169
684.38,3.9773,1.8742,2.0473,0.027177,0.10585,0.0022458,0.00076315,0.89114,5046,5046,0,-1.6,1.7169
696.31,3.2773,0.31723,2.8775,0.026958,0.10384,0.0020577,0.00077787,0.89332,6355,6355,-0.42458,-1.0281,1.7169
697.21,2.8046,1.5035,2.9406,0.02694,0.10369,0.0020432,0.00077899,0.89349,5047,5047,0,-1.0667,1.7169
702.32,2.1953,-0.53048,3.2867,0.026835,0.10282,0.0019611,0.00078537,0.89444,6356,6356,-0.49817,-0.54062,1.7169
704.48,1.4458,0.82243,3.4347,0.026794,0.10244,0.0019258,0.00078809,0.89484,5048,5048,0,-0.53333,1.7169
704.52,0.81429,-1.429,3.4356,0.026793,0.10244,0.0019253,0.00078814,0.89485,6357,6357,-0.52712,-0.0017799,1.7169
706.84,1.133e-08,5.4475e-08,3.5935,0.026745,0.10203,0.0018873,0.00079106,0.89529,5049,5049,0,-2.2204e-16,1.7169
702.32,-0.6823,-2.1596,3.2867,0.026835,0.10282,0.001961,0.00078537,0.89444,6358,6358,-0.50467,0.53458,1.7169
704.48,-1.4458,-0.82243,3.4347,0.026794,0.10244,0.0019258,0.00078809,0.89484,5050,5050,0,0.53333,1.7169
696.42,-2.0742,-2.5502,2.8856,0.026956,0.10383,0.0020559,0.00077801,0.89334,6359,6359,-0.43095,1.0193,1.7169
697.21,-2.8046,-1.5035,2.9406,0.02694,0.10369,0.0020432,0.00077899,0.89349,5051,5051,0,1.0667,1.7169
684.12,-3.2398,-2.9997,2.0289,0.02718,0.1059,0.0022498,0.00076284,0.89109,6360,6360,-0.48746,1.5327,1.7169
684.38,-3.9773,-1.8742,2.0473,0.027177,0.10585,0.0022458,0.00076315,0.89114,5052,5052,0,1.6,1.7169
665.31,-4.3141,-2.8774,0.6732,0.027471,0.10901,0.002537,0.00074025,0.88772,6361,6361,-0.49109,2.0681,1.7169
664.97,-4.8708,-1.7954,0.64754,0.027479,0.10906,0.0025419,0.00073986,0.88766,5053,5053,0,2.1333,1.7169
637.4,-5.0564,-2.1107,-1.4446,0.027812,0.11353,0.0029449,0.0007085,0.88281,6362,6362,-0.48683,2.6175,1.7169
637.13,-5.3616,-1.1405,-1.4671,0.027815,0.11358,0.0029486,0.00070822,0.88277,5054,5054,0,2.6667,1.7169
636.29,-4.6044,-2.9599,-1.5301,0.027822,0.11371,0.0029608,0.00070728,0.88262,6363,6363,-0.95501,2.5036,1.7169
633.14,-4.0566,-3.6617,-1.7752,0.027857,0.11422,0.0030053,0.0007039,0.88207,6364,6364,-1.4069,2.3368,1.7169
634.73,-3.3401,-4.3141,-1.6484,0.027854,0.11397,0.0029827,0.0007056,0.88235,6365,6365,-1.7582,2.0489,1.7169
627.76,-2.7733,-4.6667,-2.2001,0.027913,0.1151,0.0030808,0.00069821,0.88112,6366,6366,-2.1429,1.7961,1.7169
634.43,-1.8004,-5.1634,-1.675,0.027835,0.11401,0.0029866,0.00070529,0.88229,6367,6367,-2.3312,1.3739,1.7169
639.63,-0.73801,-5.4099,-1.2654,0.027795,0.11317,0.002913,0.00071089,0.8832,6368,6368,-2.4575,0.92272,1.7169
640.42,0.27512,-5.4599,-1.2011,0.027791,0.11305,0.0029022,0.00071172,0.88334,6369,6369,-2.573,0.45592,1.7169
636.8,1.1251,-5.3646,-1.4836,0.027825,0.11363,0.0029536,0.0007078,0.88271,6370,6370,-2.6721,-0.0038093,1.7169
640.43,2.1556,-5.0474,-1.2004,0.027785,0.11305,0.0029023,0.00071173,0.88334,6371,6371,-2.5711,-0.46638,1.7169
639.44,3.0255,-4.5806,-1.2786,0.027788,0.11321,0.0029166,0.00071065,0.88316,6372,6372,-2.4565,-0.9344,1.7169
634.14,3.6453,-4.0727,-1.6948,0.02783,0.11407,0.0029916,0.00070494,0.88224,6373,6373,-2.3337,-1.3783,1.7169
627.8,4.0999,-3.558,-2.197,0.027912,0.11509,0.0030808,0.00069823,0.88113,6374,6374,-2.1483,-1.7889,1.7169
635.34,4.7896,-2.6701,-1.6025,0.027855,0.11387,0.0029744,0.00070624,0.88245,6375,6375,-1.7556,-2.0384,1.7169
633.62,5.1618,-1.8618,-1.7408,0.027858,0.11415,0.0029983,0.00070443,0.88215,6376,6376,-1.3998,-2.3322,1.7169
636.31,5.422,-0.84815,-1.5306,0.027826,0.11371,0.0029603,0.00070731,0.88262,6377,6377,-0.94828,-2.5057,1.7169
662.33,-3.6499,-3.7744,0.45287,0.027508,0.10949,0.0025815,0.00073676,0.88719,6378,6378,-0.97428,1.9633,1.7169
654.54,-2.9637,-4.4616,-0.12983,0.027579,0.11076,0.0026965,0.00072776,0.88582,6379,6379,-1.4732,1.832,1.7169
652.85,-2.0854,-4.9637,-0.25393,0.027614,0.11103,0.0027212,0.00072581,0.88552,6380,6380,-1.8277,1.5323,1.7169
666.46,-0.68838,-5.143,0.76334,0.027475,0.10882,0.0025199,0.00074156,0.88792,6381,6381,-1.8532,1.0137,1.7169
670.56,0.69919,-4.9925,1.0642,0.02742,0.10815,0.0024582,0.00074642,0.88865,6382,6382,-1.936,0.49894,1.7169
666.57,1.8115,-4.7863,0.77192,0.027487,0.1088,0.0025182,0.00074172,0.88794,6383,6383,-2.0831,0.0059217,1.7169
670.84,3.0048,-4.0731,1.0851,0.027432,0.1081,0.0024546,0.00074674,0.88869,6384,6384,-1.9301,-0.493,1.7169
666.86,3.995,-3.357,0.79456,0.027478,0.10876,0.0025147,0.00074202,0.88799,6385,6385,-1.8413,-1.0152,1.7169
653.29,4.5475,-2.9121,-0.21901,0.027616,0.11097,0.0027154,0.00072629,0.88559,6386,6386,-1.8178,-1.531,1.7169
654.75,5.0207,-1.9255,-0.11766,0.027572,0.11073,0.0026933,0.00072799,0.88585,6387,6387,-1.4612,-1.8366,1.7169
662,5.2172,-0.60019,0.42626,0.02751,0.10955,0.0025863,0.00073638,0.88713,6388,6388,-0.96673,-1.9748,1.7169
679.46,4.599,-0.79776,1.6943,0.027252,0.10668,0.0023222,0.00075715,0.89024,6389,6389,-0.97543,-1.4566,1.7169
692.16,3.6303,-0.98379,2.5889,0.027035,0.10455,0.0021239,0.00077271,0.89255,6390,6390,-0.87457,-0.96696,1.7169
695.39,2.7952,-1.9483,2.8106,0.026966,0.104,0.0020727,0.00077671,0.89315,6391,6391,-1.026,-0.5347,1.7169
696.87,1.5126,-2.8467,2.9112,0.02695,0.10375,0.0020491,0.00077854,0.89342,6392,6392,-1.0838,-0.0016642,1.7169
695.27,0.045224,-3.427,2.8011,0.026966,0.10402,0.0020746,0.00077655,0.89313,6393,6393,-1.0371,0.52649,1.7169
692.21,-1.2933,-3.5332,2.5932,0.027035,0.10454,0.0021229,0.00077278,0.89256,6394,6394,-0.8845,0.95531,1.7169
679.7,-2.4483,-3.9616,1.7135,0.027252,0.10663,0.0023182,0.00075746,0.89029,6395,6395,-0.98184,1.4435,1.7169
669.33,-1.7152,-4.7521,0.96555,0.02739,0.10835,0.0024765,0.000745,0.88843,6396,6396,-1.5189,1.3425,1.7169
681.36,1.9731,-4.2159,1.8317,0.02718,0.10637,0.0022937,0.0007594,0.89058,6397,6397,-1.7141,0.0012154,1.7169
680.96,3.1079,-3.414,1.8031,0.027189,0.10643,0.0022995,0.00075893,0.89051,6398,6398,-1.6274,-0.51744,1.7169
669.47,4.5494,-2.291,0.9747,0.027385,0.10832,0.0024745,0.00074516,0.88846,6399,6399,-1.5077,-1.3499,1.7169
682.67,3.7686,-2.3875,1.9223,0.027204,0.10614,0.0022726,0.00076104,0.89082,6400,6400,-1.3786,-0.88922,1.7169
680.58,0.59644,-4.588,1.7753,0.027204,0.10649,0.0023052,0.00075848,0.89044,6401,6401,-1.6405,0.51406,1.7169
682.33,-0.57867,-4.4339,1.8987,0.027218,0.1062,0.0022777,0.00076064,0.89076,6402,6402,-1.3972,0.88121,1.7169
722.57,7.8783,-0.23654,-0.79454,0.027265,0.10446,0.0020828,0.00082995,0.89262,6403,6403,-0.47978,-2.6198,1.1211
722.37,7.7919,1.1754,-0.80828,0.027265,0.10449,0.0020853,0.00082975,0.89259,5055,5055,0,-2.6667,1.1211
745.61,7.0257,0.27262,0.4877,0.026822,0.10117,0.0017704,0.000854,0.89621,6404,6404,-0.48288,-2.077,1.1211
745.58,6.7872,1.8513,0.48675,0.026827,0.10117,0.0017709,0.00085396,0.8962,5056,5056,0,-2.1333,1.1211
760.13,5.7259,0.17467,1.2177,0.026448,0.098965,0.0015612,0.0008692,0.8986,6405,6405,-0.48109,-1.5443,1.1211
760.53,5.3702,1.8657,1.24,0.02644,0.098902,0.0015552,0.00086961,0.89867,5057,5057,0,-1.6,1.1211
769.34,4.1303,-0.086617,1.6579,0.026166,0.097493,0.0014224,0.00087868,0.90021,6406,6406,-0.42556,-1.0283,1.1211
770.01,3.7053,1.457,1.691,0.026143,0.097384,0.0014121,0.00087936,0.90032,5058,5058,0,-1.0667,1.1211
773.7,2.6122,-0.98202,1.8587,0.026011,0.096773,0.0013549,0.00088308,0.90099,6407,6407,-0.49908,-0.54045,1.1211
775.26,1.8872,0.78473,1.9337,0.02596,0.09651,0.0013304,0.00088464,0.90127,5059,5059,0,-0.53333,1.1211
775.29,0.77535,-1.8671,1.9316,0.025959,0.096506,0.00133,0.00088466,0.90128,6408,6408,-0.52768,-0.0017261,1.1211
776.95,3.2884e-09,4.4332e-08,2.0117,0.0259,0.096223,0.0013037,0.00088631,0.90159,5060,5060,0,-2.2204e-16,1.1211
773.71,-1.1598,-2.5481,1.8589,0.026011,0.096772,0.0013548,0.00088308,0.90099,6409,6409,-0.5053,0.53411,1.1211
775.26,-1.8872,-0.78473,1.9337,0.02596,0.09651,0.0013304,0.00088464,0.90127,5061,5061,0,0.53333,1.1211
769.43,-2.9532,-2.8781,1.6622,0.026163,0.097479,0.001421,0.00087877,0.90022,6410,6410,-0.4325,1.0189,1.1211
770.01,-3.7053,-1.457,1.691,0.026143,0.097384,0.0014121,0.00087936,0.90032,5062,5062,0,1.0667,1.1211
760.3,-4.5846,-3.4189,1.2267,0.026444,0.098937,0.0015586,0.00086938,0.89864,6411,6411,-0.48794,1.5341,1.1211
760.53,-5.3702,-1.8657,1.24,0.02644,0.098902,0.0015552,0.00086961,0.89867,5063,5063,0,1.6,1.1211
745.8,-6.165,-3.3712,0.49857,0.026819,0.10114,0.0017678,0.0008542,0.89624,6412,6412,-0.49076,2.0696,1.1211
745.58,-6.7872,-1.8513,0.48675,0.026827,0.10117,0.0017709,0.00085396,0.8962,5064,5064,0,2.1333,1.1211
722.57,-7.4389,-2.5843,-0.7937,0.027262,0.10446,0.0020828,0.00082995,0.89262,6413,6413,-0.48514,2.6188,1.1211
722.37,-7.7919,-1.1754,-0.80828,0.027265,0.10449,0.0020853,0.00082975,0.89259,5065,5065,0,2.6667,1.1211
721.58,-6.8784,-3.8512,-0.84936,0.027276,0.1046,0.0020957,0.00082894,0.89247,6414,6414,-0.95254,2.5054,1.1211
718.71,-6.1786,-4.9433,-1.0206,0.02732,0.105,0.0021325,0.00082604,0.89204,6415,6415,-1.405,2.3388,1.1211
720.3,-5.19,-5.9293,-0.91048,0.027314,0.10478,0.002112,0.00082763,0.89228,6416,6416,-1.755,2.05,1.1211
713.91,-4.4207,-6.585,-1.3168,0.02739,0.10566,0.0021933,0.00082125,0.89133,6417,6417,-2.1408,1.7946,1.1211
719.97,-3.0317,-7.3012,-0.9393,0.02729,0.10482,0.0021159,0.0008273,0.89224,6418,6418,-2.3313,1.3723,1.1211
724.58,-1.5344,-7.6753,-0.65876,0.027238,0.10418,0.0020566,0.00083196,0.89293,6419,6419,-2.4591,0.92188,1.1211
725.34,-0.095887,-7.8188,-0.61376,0.027232,0.10408,0.0020471,0.00083272,0.89304,6420,6420,-2.5734,0.45677,1.1211
722.22,1.157,-7.7985,-0.80801,0.027275,0.10452,0.0020876,0.00082957,0.89257,6421,6421,-2.6703,-0.0034038,1.1211
725.36,2.6312,-7.3887,-0.61308,0.027225,0.10408,0.0020472,0.00083274,0.89304,6422,6422,-2.5716,-0.46681,1.1211
724.44,3.9189,-6.8072,-0.66568,0.027231,0.10421,0.0020592,0.00083179,0.8929,6423,6423,-2.4579,-0.93351,1.1211
719.72,4.9097,-6.1839,-0.95167,0.027284,0.10486,0.0021199,0.00082702,0.89219,6424,6424,-2.3339,-1.3768,1.1211
